strain_name,species,flavour1,flavour2,flavour3,prop1,val1,prop2,val2,prop3,val3,prop4,val4,prop5,val5,prop6,val6,prop7,val7,prop8,val8,prop9,val9,prop10,val10,prop11,val11,prop12,val12,prop13,val13,prop14,val14,prop15,val15
Sorcerer’s Apprentice,hybrid,Sweet,Tropical,,Tingly,100,Focused,100,Aroused,50,Uplifted,50,Energetic,50,Muscle Spasms,100,Stress,100,Spasticity,100,Dry Eyes,100,Dry Mouth,100,Dizzy,50,,,,,,,,
Silver Surfer,hybrid,Sweet,Citrus,Lime,Focused,100,Happy,89.23076923,Energetic,85.12820513,Creative,73.84615385,Relaxed,70.76923077,Stress,100,Depression,86.51685393,Insomnia,82.02247191,Fatigue,70.78651685,Inflammation,59.5505618,Dry Mouth,100,Dry Eyes,78.66666667,Paranoid,32,Dizzy,16,Anxious,10.66666667
White Bastard,indica,Sage,Berry,Sweet,Relaxed,100,Happy,68.42105263,Tingly,52.63157895,Uplifted,52.63157895,Hungry,52.63157895,Muscle Spasms,100,Pain,100,Cramps,66.66666667,Inflammation,66.66666667,Stress,66.66666667,,,,,,,,,,
Atomic,hybrid,Earthy,Sweet,Woody,Relaxed,100,Happy,67.56756757,Sleepy,64.86486486,Euphoric,45.94594595,Hungry,37.83783784,Depression,100,Insomnia,100,Stress,100,Inflammation,83.33333333,Lack of Appetite,83.33333333,Dry Mouth,100,Dry Eyes,10.34482759,,,,,,
Afpak,hybrid,Pine,Pungent,Butter,Relaxed,100,Creative,18,Focused,18,Sleepy,4,Happy,4,Depression,100,Stress,100,Insomnia,66.66666667,Pain,66.66666667,Cramps,33.33333333,Dizzy,100,,,,,,,,
Purple Chemdawg,indica,Diesel,Grape,Chemical,Relaxed,100,Euphoric,89.50837682,Sleepy,82.75199121,Happy,73.90826696,Creative,52.26586103,Stress,100,Pain,71.47628591,Depression,68.26987308,Headaches,45.95858383,Muscle Spasms,34.53573814,Dry Mouth,100,Dry Eyes,51.66402536,Dizzy,23.6133122,Headache,23.6133122,Paranoid,13.47068146
Oregon Pinot Noir,sativa,Grape,Sweet,Berry,Relaxed,100,Happy,83.05084746,Euphoric,61.01694915,Sleepy,59.3220339,Tingly,57.62711864,Nausea,100,Pain,92.85714286,Stress,92.85714286,Insomnia,85.71428571,Fatigue,78.57142857,Dry Mouth,100,Dizzy,6.060606061,,,,,,
Wet Dream,sativa,Blueberry,Citrus,Diesel,Creative,100,Happy,99.17012448,Euphoric,90.73305671,Uplifted,29.73720609,Energetic,29.73720609,Stress,100,Depression,98.40425532,Lack of Appetite,85.63829787,Fatigue,84.04255319,Nausea,45.21276596,Dry Mouth,100,Dry Eyes,80.18867925,Headache,77.35849057,Dizzy,74.52830189,Paranoid,74.52830189
Gummo,hybrid,Citrus,Earthy,Sweet,Sleepy,100,Relaxed,98.21428571,Happy,89.28571429,Euphoric,80.35714286,Uplifted,62.5,Stress,100,Insomnia,87.5,Depression,75,Pain,62.5,Headaches,37.5,Dry Mouth,100,Dry Eyes,78.87323944,Dizzy,14.08450704,,,,
Stardawg Guava,sativa,Tropical,Flowery,Pungent,Happy,100,Euphoric,76.45296967,Relaxed,73.65536579,Uplifted,58.94086159,Energetic,58.09329595,Depression,100,Pain,86.42748671,Stress,68.90660592,Headaches,65.54669704,Insomnia,54.68868641,Dry Mouth,100,Dry Eyes,91.71734723,Anxious,83.43469447,Paranoid,79.29336809,,
P-91,hybrid,Pungent,Berry,Skunk,Euphoric,100,Relaxed,97.23756906,Happy,65.19337017,Hungry,40.33149171,Creative,22.09944751,Eye Pressure,100,Stress,60.34482759,Depression,51.72413793,Pain,51.72413793,Inflammation,25.86206897,Dry Mouth,100,Dry Eyes,50,Anxious,16.66666667,,,,
Soul Shine,hybrid,,,,Euphoric,100,Happy,63.63636364,Creative,45.45454545,Uplifted,27.27272727,Aroused,18.18181818,Stress,100,Pain,66.66666667,Muscle Spasms,33.33333333,Fatigue,22.22222222,Insomnia,22.22222222,Headache,100,,,,,,,,
Shipwreck,sativa,Earthy,Flowery,Sweet,Sleepy,100,Tingly,96.75925926,Happy,65.74074074,Euphoric,59.72222222,Relaxed,57.87037037,Stress,100,Depression,88.18897638,Headaches,88.18897638,Fatigue,87.4015748,Insomnia,84.2519685,Dry Mouth,100,Dry Eyes,49.54545455,Dizzy,47.27272727,Paranoid,46.81818182,Anxious,0.909090909
Logic Diesel,hybrid,Diesel,Skunk,Mint,Talkative,100,Uplifted,100,Energetic,100,Focused,93.33333333,Euphoric,20,Fatigue,100,Depression,66.66666667,Pain,33.33333333,Stress,33.33333333,Dizzy,100,Dry Eyes,100,Dry Mouth,100,Anxious,100,,,,
The Sister,indica,Sweet,Diesel,Citrus,Relaxed,100,Euphoric,90,Happy,90,Uplifted,55,Creative,50,Depression,100,Pain,100,Headaches,66.66666667,Lack of Appetite,66.66666667,Nausea,66.66666667,Dry Mouth,100,Dizzy,11.11111111,Dry Eyes,11.11111111,,,,
Vietnamese Bubba,hybrid,,,,Hungry,100,Happy,80,Aroused,60,Talkative,60,Energetic,60,Paranoid,100,Anxious,100,Dry Eyes,33.33333333,Dry Mouth,33.33333333,,,,,,,,,,,,
Obama Kush,indica,Earthy,Sweet,Flowery,Relaxed,100,Happy,99.69792914,Euphoric,88.13703801,Uplifted,58.93138628,Creative,44.99790276,Stress,100,Pain,98.67116212,Depression,85.8800785,Lack of Appetite,34.14973592,Insomnia,29.56868089,Dry Mouth,100,Dizzy,38.39206783,Dry Eyes,9.828465654,Anxious,4.012152252,Paranoid,3.535691014
Alpine Blue,hybrid,Berry,Honey,Earthy,Euphoric,100,Relaxed,100,Sleepy,91.66666667,Uplifted,25,Creative,25,Pain,100,Stress,100,Insomnia,76.92307692,Depression,23.07692308,Inflammation,23.07692308,,,,,,,,,,
Woody Kush,indica,Woody,Pine,Nutty,Sleepy,100,Relaxed,94.82093664,Talkative,73.8292011,Happy,19.06336088,Euphoric,15.97796143,Insomnia,100,Depression,96.06741573,Lack of Appetite,54.33386838,Headaches,53.77207063,Stress,53.08988764,Dry Mouth,100,Dry Eyes,43.89354721,Dizzy,43.38315713,Headache,42.617572,Paranoid,1.531170252
Swiss Indica,indica,Pungent,Berry,Tropical,Relaxed,100,Happy,95.23809524,Energetic,92.85714286,Focused,92.85714286,Creative,90.47619048,Pain,100,Stress,100,Inflammation,97.5,Insomnia,97.5,Depression,92.5,Anxious,100,Dry Mouth,5.555555556,Dry Eyes,2.777777778,,,,
Mochi,hybrid,Sweet,Earthy,Flowery,Relaxed,100,Sleepy,67.74193548,Euphoric,58.06451613,Creative,53.22580645,Uplifted,48.38709677,Stress,100,Insomnia,85.33333333,Depression,77.33333333,Nausea,65.33333333,Muscle Spasms,61.33333333,Dry Mouth,100,Anxious,56.52173913,Dry Eyes,19.56521739,Paranoid,19.56521739,Dizzy,6.52173913
Hurkle,hybrid,Pungent,Citrus,Diesel,Euphoric,100,Relaxed,77.05479452,Uplifted,62.15753425,Happy,58.84703196,Sleepy,55.25114155,Pain,100,Stress,97.37335835,Depression,91.46341463,Insomnia,90.80675422,Inflammation,82.08255159,Dry Mouth,100,Dizzy,2.527075812,Dry Eyes,2.527075812,,,,
Blue Buddha,indica,Blueberry,Citrus,Pungent,Relaxed,100,Euphoric,92.68292683,Uplifted,78.04878049,Happy,53.65853659,Sleepy,46.34146341,Depression,100,Fatigue,100,Headaches,100,Insomnia,100,Lack of Appetite,100,Dry Eyes,100,,,,,,,,
Purple Elephant,indica,Earthy,Pungent,Woody,Relaxed,100,Euphoric,70.27171018,Sleepy,57.53862547,Giggly,54.02237613,Happy,47.14970698,Stress,100,Insomnia,63.80487805,Depression,61.65853659,Headaches,59.51219512,Cramps,52,Dry Mouth,100,Dry Eyes,11.85983827,Paranoid,5.929919137,Dizzy,2.964959569,Headache,2.964959569
Godzilla,indica,Earthy,Citrus,Lemon,Happy,100,Uplifted,67.8807947,Hungry,67.8807947,Euphoric,60.92715232,Tingly,50.99337748,Depression,100,Pain,64.86486486,Stress,62.16216216,Inflammation,16.21621622,Insomnia,13.51351351,Dry Mouth,100,Dry Eyes,50,Anxious,34.92462312,Paranoid,0.753768844,,
Puna Buddaz,indica,Sweet,Tropical,Pungent,Uplifted,100,Happy,100,Euphoric,90,Giggly,90,Relaxed,90,Pain,100,Stress,100,Nausea,90,Inflammation,60,Lack of Appetite,60,Dry Mouth,100,Dizzy,25,Dry Eyes,25,Anxious,25,,
Chronic,hybrid,Earthy,Spicy/Herbal,Pungent,Tingly,100,Uplifted,98.86647019,Relaxed,81.11539333,Euphoric,67.73974156,Focused,47.06415779,Stress,100,Pain,72.68431002,Headaches,70.32136106,Seizures,61.5942029,Inflammation,56.89981096,Dry Mouth,100,Dry Eyes,24.49297972,Dizzy,12.24648986,Paranoid,8.970358814,Anxious,5.070202808
Skins Skunk,hybrid,Sweet,Strawberry,Lemon,Euphoric,100,Happy,100,Relaxed,100,Sleepy,50,Uplifted,50,Cramps,100,Pain,100,Depression,66.66666667,Insomnia,66.66666667,Muscle Spasms,66.66666667,Headache,100,,,,,,,,
Zombie Kush,indica,Earthy,Grape,Pungent,Relaxed,100,Sleepy,90.44585987,Hungry,64.33121019,Euphoric,48.40764331,Happy,46.49681529,Stress,100,Insomnia,94.54545455,Depression,65.45454545,Pain,55.45454545,Lack of Appetite,50,Dry Eyes,100,Dry Mouth,80.55555556,Dizzy,36.11111111,Headache,31.94444444,,
Sour Tsunami,hybrid,Citrus,Earthy,Diesel,Relaxed,100,Happy,80.04950828,Focused,50.0889804,Uplifted,49.21805888,Sleepy,30.552351,Stress,100,Pain,81.11957104,Depression,74.52559617,Nausea,44.9170756,Headaches,40.03513559,Dry Mouth,100,Dry Eyes,24.76043093,Dizzy,15.59907148,Headache,11.8076305,Anxious,3.435509791
TJ's CBD,hybrid,Woody,Earthy,Pungent,Focused,100,Uplifted,97.61904762,Talkative,92.85714286,Relaxed,69.04761905,Happy,66.66666667,Stress,100,Pain,97.72727273,Depression,90.90909091,Headaches,88.63636364,Seizures,88.63636364,Headache,100,Dry Eyes,66.66666667,Dry Mouth,66.66666667,Dizzy,33.33333333,,
The Doctor,indica,Earthy,Skunk,Sweet,Euphoric,100,Happy,68.91891892,Relaxed,68.91891892,Sleepy,63.51351351,Tingly,47.2972973,Stress,100,Insomnia,95.74468085,Depression,87.23404255,Pain,42.55319149,Inflammation,25.53191489,Dry Mouth,100,Dry Eyes,89.74358974,Anxious,5.128205128,,,,
Chupacabra,hybrid,Sweet,Tropical,Flowery,Happy,100,Uplifted,91.17647059,Euphoric,86.2745098,Energetic,83.9869281,Hungry,75.16339869,Depression,100,Stress,100,Fatigue,85.21126761,Lack of Appetite,79.22535211,Eye Pressure,77.46478873,Dry Mouth,100,Anxious,13.51351351,,,,,,
Skunk Haze,hybrid,Spicy/Herbal,Vanilla,Butter,Relaxed,100,Focused,91.9,Energetic,85.075,Happy,27.3,Euphoric,20.075,Stress,100,Depression,90.12738854,Nausea,80.71800811,Fatigue,79.73364215,Lack of Appetite,79.73364215,Dry Mouth,100,Dizzy,82.45864233,Paranoid,14.14717627,Anxious,6.332002282,Dry Eyes,4.363947519
Sour Jilly,hybrid,Tropical,Berry,Sweet,Happy,100,Uplifted,96.26168224,Focused,86.91588785,Tingly,81.30841121,Euphoric,76.63551402,Depression,100,Fatigue,70.32967033,Stress,47.25274725,Inflammation,38.46153846,Pain,38.46153846,Dry Eyes,100,Headache,100,Dry Mouth,50,,,,
Cannalope Haze,sativa,Sweet,Citrus,Flowery,Euphoric,100,Creative,93.02029478,Uplifted,91.03711706,Happy,84.46253569,Energetic,63.25333745,Depression,100,Stress,84.79573712,Lack of Appetite,61.50215681,Fatigue,50.10910936,Pain,36.50342553,Dry Mouth,100,Headache,42.07655896,Paranoid,39.47314262,Dry Eyes,11.16484873,Dizzy,5.042189751
Kali Dog,hybrid,Citrus,Earthy,Lemon,Relaxed,100,Uplifted,83.33333333,Focused,66.66666667,Energetic,50,Happy,50,Lack of Appetite,100,Pain,100,Stress,100,Eye Pressure,33.33333333,Headaches,33.33333333,Dizzy,100,Dry Eyes,100,Dry Mouth,100,Anxious,50,,
OG Strawberry,hybrid,Strawberry,Sweet,Berry,Happy,100,Euphoric,93.57142857,Relaxed,73.57142857,Creative,56.42857143,Uplifted,45.71428571,Stress,100,Pain,97.81021898,Depression,51.09489051,Insomnia,51.09489051,Fatigue,46.71532847,Dry Mouth,100,Dizzy,20,Dry Eyes,20,,,,
Kraken,indica,Earthy,Pungent,Cheese,Relaxed,100,Euphoric,99.57939012,Sleepy,77.8128286,Happy,65.72029443,Hungry,50.26288118,Stress,100,Insomnia,90.6462585,Lack of Appetite,79.76190476,Depression,52.38095238,Nausea,46.08843537,Dry Mouth,100,Dry Eyes,93.83116883,Anxious,67.20779221,Dizzy,14.93506494,Paranoid,5.844155844
Sour Power,hybrid,Diesel,Skunk,Flowery,Uplifted,100,Happy,96.29037416,Relaxed,95.4589063,Energetic,93.38023665,Euphoric,88.45538855,Stress,100,Depression,81.63265306,Fatigue,73.67346939,Nausea,65.71428571,Lack of Appetite,60.6122449,Dry Eyes,100,Dizzy,4.845980466,Anxious,4.357625845,Dry Mouth,3.418482344,Paranoid,1.465063862
The Blintz,hybrid,Lavender,Earthy,Pungent,Uplifted,100,Creative,66.66666667,Energetic,66.66666667,Focused,66.66666667,Happy,66.66666667,Cramps,100,Fatigue,100,Lack of Appetite,100,Nausea,100,Pain,100,,,,,,,,,,
Silverhawks OG,sativa,Citrus,Earthy,Diesel,Uplifted,100,Euphoric,100,Happy,95.83333333,Relaxed,91.66666667,Tingly,87.5,Stress,100,Depression,95.45454545,Fatigue,90.90909091,Headaches,90.90909091,Pain,90.90909091,Dry Eyes,100,Dizzy,9.090909091,Paranoid,9.090909091,,,,
Digweed,indica,Earthy,Sweet,Skunk,Relaxed,100,Happy,83.33333333,Uplifted,75,Sleepy,58.33333333,Tingly,50,Pain,100,Stress,68.75,Inflammation,56.25,Depression,50,Insomnia,37.5,Dry Mouth,100,Dizzy,75,Dry Eyes,75,Paranoid,12.5,Anxious,12.5
Panama Punch,sativa,Orange,Citrus,Pineapple,Happy,100,Relaxed,79.12457912,Uplifted,21.54882155,Energetic,21.54882155,Tingly,18.85521886,Stress,100,Inflammation,95.28301887,Depression,16.50943396,Fatigue,15.56603774,Headaches,1.886792453,Dry Eyes,100,Dry Mouth,100,Anxious,80.64516129,,,,
Sour Pebbles,sativa,Sweet,Berry,Flowery,Happy,100,Energetic,97.39583333,Euphoric,97.39583333,Focused,65.79861111,Relaxed,58.50694444,Depression,100,Stress,98.7755102,Fatigue,88.97959184,Pain,34.28571429,Cramps,24.48979592,Dry Mouth,100,Dry Eyes,3.351955307,,,,,,
Black Lime Special Reserve,indica,Lime,Pepper,Earthy,Relaxed,100,Euphoric,75.57932264,Happy,59.00178253,Sleepy,40.28520499,Uplifted,39.75044563,Stress,100,Depression,81.63265306,Insomnia,65.30612245,Pain,58.16326531,Fatigue,46.42857143,Dry Mouth,100,Dry Eyes,63.88888889,Dizzy,5.555555556,Headache,5.555555556,Anxious,5.555555556
Gutbuster,indica,Woody,Earthy,Vanilla,Relaxed,100,Euphoric,70.58823529,Giggly,50,Tingly,47.05882353,Hungry,47.05882353,Depression,100,Pain,89.28571429,Insomnia,75,Stress,75,Cramps,57.14285714,Dry Eyes,100,Paranoid,8.333333333,Anxious,8.333333333,,,,
Hawaiian Cookies,hybrid,Sweet,Berry,Tropical,Relaxed,100,Euphoric,93.16239316,Hungry,82.90598291,Happy,60.68376068,Sleepy,46.15384615,Stress,100,Lack of Appetite,78.37837838,Muscle Spasms,78.37837838,Pain,63.51351351,Depression,47.2972973,Dry Eyes,100,Dry Mouth,94.44444444,Paranoid,50,Dizzy,7.407407407,Headache,7.407407407
DelaHaze,sativa,Citrus,Earthy,Woody,Creative,100,Euphoric,96.10584124,Happy,88.41737394,Energetic,88.16774838,Uplifted,84.27358962,Depression,100,Fatigue,55.48216645,Stress,49.80184941,Lack of Appetite,43.85733157,Pain,34.87450462,Anxious,100,Dry Mouth,57.82396088,Dry Eyes,11.9804401,Paranoid,9.535452323,Dizzy,2.444987775
Tokyo OG,hybrid,Pine,Orange,Lemon,Happy,100,Energetic,83.81742739,Uplifted,53.1120332,Talkative,44.39834025,Focused,44.39834025,Pain,100,Lack of Appetite,92.96875,Headaches,90.625,Stress,32.8125,Nausea,18.75,Paranoid,100,Dry Eyes,4.663212435,Anxious,3.10880829,Dizzy,1.554404145,Dry Mouth,1.554404145
Sour OG,hybrid,Diesel,Earthy,Skunk,Energetic,100,Uplifted,89.64869363,Euphoric,77.2066577,Relaxed,75.25624177,Happy,72.71732732,Depression,100,Stress,76.88892689,Pain,72.7664814,Fatigue,48.22368534,Headaches,47.71201368,Dry Mouth,100,Anxious,61.95738384,Paranoid,51.14365256,Dry Eyes,35.25547873,Dizzy,13.8451957
Nuggetry OG,indica,Earthy,Pungent,,Creative,100,Euphoric,100,Sleepy,80,Giggly,80,Happy,80,Insomnia,100,Pain,100,Stress,100,Nausea,50,Depression,33.33333333,Dry Mouth,100,Dry Eyes,57.14285714,Dizzy,28.57142857,Headache,28.57142857,Paranoid,28.57142857
Blue Bayou,sativa,Sweet,,,Giggly,100,Uplifted,85.71428571,Creative,85.71428571,Happy,85.71428571,Sleepy,14.28571429,Nausea,100,Stress,100,Depression,16.66666667,Headache,100,Paranoid,100,Dry Eyes,50,Dry Mouth,50,,,,,,
Mammoth,hybrid,Honey,Earthy,Woody,Happy,100,Relaxed,100,Focused,91.57303371,Hungry,77.52808989,Uplifted,55.61797753,Inflammation,100,Pain,100,Fatigue,83.14606742,Headaches,83.14606742,Muscle Spasms,77.52808989,Dry Eyes,100,Dry Mouth,100,,,,,,
Purple Bud,indica,Sweet,Spicy/Herbal,Blueberry,Sleepy,100,Happy,100,Euphoric,94.04761905,Relaxed,73.01587302,Creative,52.38095238,Stress,100,Pain,91.15646259,Lack of Appetite,89.79591837,Depression,82.31292517,Headaches,11.56462585,Dry Mouth,100,Dry Eyes,23.8410596,Dizzy,3.973509934,,,,
SleeStack,sativa,Diesel,Lemon,Skunk,Happy,100,Relaxed,96.42857143,Uplifted,77.97619048,Euphoric,74.4047619,Creative,72.61904762,Stress,100,Depression,97.34513274,Fatigue,53.98230088,Lack of Appetite,53.98230088,Nausea,51.32743363,Dry Mouth,100,Anxious,60,Dry Eyes,40,Dizzy,20,,
Ed Rosenthal Super Bud,hybrid,Spicy/Herbal,Woody,Nutty,Sleepy,100,Euphoric,62.58389262,Uplifted,61.57718121,Happy,57.55033557,Relaxed,57.55033557,Insomnia,100,Lack of Appetite,99.03225806,Stress,24.19354839,Pain,16.4516129,Depression,15.48387097,Paranoid,100,Dry Mouth,97.23076923,Anxious,93.53846154,Dizzy,92.61538462,Dry Eyes,92.61538462
Beastmode 2.0,indica,Berry,Earthy,Pungent,Relaxed,100,Happy,72.72727273,Sleepy,63.63636364,Euphoric,63.63636364,Uplifted,54.54545455,Pain,100,Stress,100,Insomnia,80,Lack of Appetite,60,Muscle Spasms,60,Dry Eyes,100,Dry Mouth,100,Dizzy,50,,,,
Blue Cookies,hybrid,Blueberry,Sweet,Berry,Relaxed,100,Euphoric,80.24889992,Happy,67.52439774,Uplifted,56.02708384,Sleepy,44.92625995,Stress,100,Depression,95.85161958,Insomnia,67.42801138,Pain,67.20521056,Lack of Appetite,49.42522745,Dry Mouth,100,Dry Eyes,45.21996155,Dizzy,15.3828794,Paranoid,5.079861198,Anxious,2.993434356
Blue Kripple,indica,Berry,Grape,Butter,Relaxed,100,Sleepy,73.91304348,Tingly,56.52173913,Euphoric,47.82608696,Hungry,47.82608696,Insomnia,100,Pain,44.44444444,Headaches,33.33333333,Lack of Appetite,33.33333333,Stress,33.33333333,Dizzy,100,Dry Mouth,100,Dry Eyes,80,Paranoid,40,Headache,20
Spliff’s Strawberry,sativa,Sweet,Berry,Strawberry,Talkative,100,Creative,100,Energetic,100,Euphoric,100,Focused,100,Fatigue,100,Lack of Appetite,100,Stress,100,,,,,,,,,,,,,,
Cherry Cream Pie,hybrid,Earthy,Pine,Berry,Relaxed,100,Happy,47.70833333,Sleepy,39.58333333,Uplifted,32.5,Hungry,30.20833333,Depression,100,Lack of Appetite,94.21052632,Pain,85.26315789,Stress,58.94736842,Insomnia,35.26315789,Dry Eyes,100,Dizzy,81.1965812,Dry Mouth,57.26495726,,,,
Cherry Fire,hybrid,Sweet,Strawberry,Citrus,Creative,100,Sleepy,85.71428571,Euphoric,85.71428571,Happy,85.71428571,Relaxed,85.71428571,Depression,100,Lack of Appetite,100,Muscle Spasms,85.71428571,Pain,85.71428571,Stress,85.71428571,Dry Mouth,100,Paranoid,100,,,,,,
Mag Landrace,indica,Earthy,Sweet,Pungent,Relaxed,100,Happy,62.38244514,Euphoric,56.73981191,Sleepy,54.46708464,Focused,43.18181818,Pain,100,Stress,100,Insomnia,81.264637,Depression,65.45667447,Inflammation,49.76580796,Dry Mouth,100,Dry Eyes,47.91666667,Anxious,8.333333333,,,,
Rocklock,indica,Earthy,Woody,Sweet,Happy,100,Relaxed,96.26865672,Uplifted,74.9466951,Creative,66.52452026,Euphoric,63.00639659,Stress,100,Pain,96.41109299,Depression,89.23327896,Muscle Spasms,70.96247961,Nausea,69.1680261,Dry Eyes,100,Dry Mouth,77.40863787,Dizzy,7.3089701,Paranoid,7.3089701,Headache,3.65448505
Funfetti,hybrid,Berry,Woody,Sweet,Happy,100,Relaxed,96.65551839,Euphoric,70.56856187,Uplifted,39.46488294,Creative,36.12040134,Inflammation,100,Nausea,100,Pain,65.06024096,Insomnia,59.03614458,Depression,56.02409639,Dry Mouth,100,Dizzy,9.708737864,Dry Eyes,9.708737864,Paranoid,4.854368932,,
Alien Sour Apple,hybrid,Apple,Sweet,Citrus,Euphoric,100,Uplifted,83.05084746,Creative,83.05084746,Energetic,72.88135593,Happy,66.10169492,Depression,100,Stress,100,Insomnia,90.90909091,Fatigue,60.60606061,Pain,60.60606061,Dry Mouth,100,Dry Eyes,81.25,,,,,,
Hammerhead,indica,Spicy/Herbal,Earthy,Woody,Euphoric,100,Relaxed,88.88888889,Sleepy,77.77777778,Uplifted,55.55555556,Happy,55.55555556,Stress,100,Insomnia,83.33333333,Depression,58.33333333,Pain,50,Lack of Appetite,25,Dry Mouth,100,Dizzy,66.66666667,Dry Eyes,66.66666667,Headache,66.66666667,Paranoid,66.66666667
Venom OG,hybrid,Pine,Skunk,Sweet,Relaxed,100,Sleepy,82.80411106,Euphoric,70.37889247,Happy,61.09832796,Giggly,57.06396687,Stress,100,Pain,95.75650417,Insomnia,90.88153574,Depression,88.75978783,Lack of Appetite,85.12250568,Dry Mouth,100,Dry Eyes,80.88857546,Dizzy,48.55430183,Headache,48.13117066,Anxious,11.0719323
Bloodhound,hybrid,Earthy,Sage,Spicy/Herbal,Relaxed,100,Happy,80.59701493,Focused,68.65671642,Energetic,62.68656716,Uplifted,40.29850746,Stress,100,Depression,75,Fatigue,25,Headaches,25,Lack of Appetite,25,Dry Eyes,100,,,,,,,,
Haoma Mist,hybrid,Flowery,Sweet,Citrus,Tingly,100,Sleepy,91.66666667,Hungry,75,Happy,41.66666667,Relaxed,33.33333333,Pain,100,Lack of Appetite,46.15384615,Inflammation,15.38461538,Stress,15.38461538,Depression,7.692307692,Dizzy,100,Dry Eyes,100,Dry Mouth,100,Headache,66.66666667,,
CHR Super OG,indica,Diesel,Sweet,Strawberry,Relaxed,100,Giggly,75,Sleepy,50,Happy,50,Talkative,25,Insomnia,100,Eye Pressure,50,Headaches,50,Lack of Appetite,50,Muscle Spasms,50,Dry Mouth,100,Headache,50,Paranoid,50,Anxious,50,,
Hawaiian Dream,sativa,Pineapple,Sweet,Tropical,Relaxed,100,Uplifted,97.80338495,Happy,94.74252791,Focused,17.14079942,Euphoric,12.74756932,Stress,100,Pain,89.54248366,Inflammation,68.62745098,Muscle Spasms,55.55555556,Depression,44.44444444,Dry Mouth,100,Dry Eyes,95.1772465,Dizzy,0.659521847,Headache,0.659521847,Anxious,0.659521847
Northern Lights,indica,Earthy,Sweet,Pine,Relaxed,100,Happy,68.77563955,Sleepy,63.82871755,Euphoric,57.08600138,Hungry,39.23438852,Stress,100,Insomnia,78.10472842,Pain,76.90738651,Depression,58.56805239,Headaches,36.56251335,Dry Mouth,100,Dry Eyes,36.3680186,Dizzy,28.25996341,Paranoid,13.5516907,Anxious,10.42164448
Blue Venom,hybrid,Blueberry,Sweet,Berry,Relaxed,100,Happy,86.61417323,Euphoric,72.70341207,Focused,38.32020997,Talkative,29.65879265,Stress,100,Depression,93.06930693,Insomnia,63.69636964,Headaches,60.72607261,Fatigue,31.35313531,Dry Mouth,100,Dry Eyes,80.90909091,Dizzy,16.36363636,Paranoid,2.727272727,,
Acid,hybrid,Earthy,Pungent,Citrus,Euphoric,100,Happy,100,Creative,96.38909359,Relaxed,84.52468681,Talkative,81.20854827,Stress,100,Depression,92.42546334,Nausea,15.47139404,Headaches,10.07252216,Insomnia,6.124093473,Dry Eyes,100,Dry Mouth,100,Headache,5.017301038,Dizzy,0.778546713,,
Deep Cheese,hybrid,Cheese,Pungent,Skunk,Uplifted,100,Relaxed,67.64705882,Focused,55.88235294,Creative,52.94117647,Hungry,52.94117647,Lack of Appetite,100,Nausea,100,Depression,94.11764706,Headaches,94.11764706,Stress,94.11764706,Dry Mouth,100,Anxious,94.44444444,Dry Eyes,5.555555556,Paranoid,5.555555556,,
Alpha OG,hybrid,Earthy,Pine,Lavender,Relaxed,100,Euphoric,97.78869779,Uplifted,82.92383292,Giggly,81.08108108,Happy,45.7002457,Headaches,100,Depression,87.33681462,Insomnia,86.1618799,Pain,60.83550914,Fatigue,43.47258486,Dry Mouth,100,Dry Eyes,3.448275862,Dizzy,2.586206897,Headache,1.724137931,Paranoid,0.862068966
Savage Citrus Sunshine,hybrid,Citrus,Grapefruit,Earthy,Sleepy,100,Aroused,50,Talkative,50,Tingly,50,Uplifted,50,Fatigue,100,Cramps,50,Depression,50,Eye Pressure,50,Inflammation,50,Dry Eyes,100,Dry Mouth,100,Paranoid,100,Anxious,100,Dizzy,50
Pine Tar Kush,indica,Pine,Earthy,Skunk,Uplifted,100,Relaxed,88.1508079,Talkative,52.42369838,Creative,48.47396768,Energetic,47.12746858,Pain,100,Insomnia,79.30513595,Stress,46.07250755,Depression,44.56193353,Lack of Appetite,33.3836858,Dry Mouth,100,Dry Eyes,14.93670886,Paranoid,2.53164557,Anxious,1.898734177,Headache,1.265822785
OG's Pearl,indica,Earthy,Pungent,Sweet,Relaxed,100,Happy,87.5,Sleepy,68.75,Euphoric,62.5,Hungry,43.75,Pain,100,Stress,71.42857143,Insomnia,57.14285714,Depression,42.85714286,Inflammation,42.85714286,Dry Mouth,100,Dizzy,50,Dry Eyes,50,Headache,50,Anxious,50
Master Bubba,indica,Earthy,Woody,Pungent,Happy,100,Euphoric,99.70198675,Focused,91.7218543,Creative,86.12582781,Energetic,85.67880795,Insomnia,100,Stress,83.50340136,Pain,81.97278912,Muscle Spasms,36.39455782,Depression,15.30612245,Dry Mouth,100,Dry Eyes,42.23826715,Dizzy,17.8700361,Paranoid,4.873646209,Headache,3.249097473
B-52,indica,Sweet,Earthy,Berry,Euphoric,100,Relaxed,62.15679788,Happy,52.79523652,Sleepy,51.93516374,Creative,43.86371154,Pain,100,Spasticity,96,Stress,18.38461538,Depression,13.38461538,Insomnia,13.38461538,Dry Mouth,100,Dry Eyes,91.6495551,Paranoid,0.889801506,Anxious,0.889801506,,
